,Address,AreaName,Price ($),lat,lng
27186,"5933 HWY 9 Minto, ON",Minto,899000,43.925411,-80.894821
27187,"395 Bay St Brock, ON",Beaverton,179900,44.428024,-79.153389
27188,"1246 Cottage Pl Windsor, ON",Riverside,114777,42.325066,-82.932182
27189,"B1 Hazel St Brock, ON",Beaverton,324900,44.499416,-79.15126
27190,"0 AIRD ISLAND Spanish, ON",Spanish,199900,46.194798,-82.342278
27191,"B950 Concession 5 Rd Brock, ON",,225000,44.260147,-79.019363
27198,"33 SALISBURY Avenue Warren, ON",Warren,169900,46.444477,-80.308258
27199,"48 Arthur St Colborne, ON",Colborne,314900,44.000103,-77.888664
27200,"34 Frost Dr Whitby, ON",Whitby,484898,43.890106,-78.965279
27205,"72 Whitburn St Whitby, ON",Whitby,1299000,43.902683,-78.959908
27207,"384977 SALFORD RD Norwich, ON",Norwich,675000,43.016106,-80.702759
27212,"305 St. John St Whitby, ON",Whitby,1790000,43.873684,-78.943001
27215,"16 Albert St Hastings, ON",,229900,44.310394,-77.959068
27217,"157 Huot St Timmins, ON",South Porcupine,147777,48.482166,-81.206017
27218,"107 Colborne St Whitby, ON",Whitby,119000,43.878616,-78.942162
27219,"5 ALLAYDEN DR Whitby, ON",Whitby,549900,43.877148,-78.962753
27221,"1 CORK DR Whitby, ON",Whitby,769900,43.914059,-78.946007
27222,"381 Forest Ave Orillia, ON",Orillia,214900,44.603466,-79.395256
27223,"56 Bridge St Hastings, ON",,369900,44.305183,-77.954704
27224,"399 Harmon Rd Orillia, ON",Orillia,329900,44.62534,-79.418785
27225,"V/L Alma Amherstburg, ON",Amherstburg,75000,42.109089,-83.052536
27226,"8 Edna St Orillia, ON",Orillia,369800,44.597446,-79.43721
27227,"861 Centre Line Selwyn, ON",,700000,44.377041,-78.324303
27228,"7 Progress Dr Orillia, ON",Orillia,9,44.586163,-79.427948
27231,"11 Ivy Lane Orillia, ON",Orillia,154900,44.58033,-79.385643
27233,"53 ELGIN ST Orillia, ON",Orillia,339900,44.607071,-79.414978
27236,"52 Trunk Rd Spanish, ON",Spanish,59700,46.191109,-82.349052
27238,"77 THIRD ST Orillia, ON",Orillia,314900,44.633156,-79.426926
27241,"396 Simcoe St Brock, ON",Beaverton,459900,44.429409,-79.152657
27244,"303 Mara Rd Brock, ON",Beaverton,399900,44.431038,-79.154572
27246,"2 Elm St Huntsville, ON",Huntsville,14,45.32975,-79.216133
27247,"47 Arthur St Colborne, ON",Colborne,309000,44.000103,-77.888664
27249,"0 LANG LAKE Shedden, ON",Shedden,163000,42.739471,-81.345322
27250,"91 Beechwood Ave Brock, ON",Beaverton,499990,44.427334,-79.165283
27251,"101 Front St Orillia, ON",Orillia,159000,44.607395,-79.412865
27256,"357 POLDON Drive Norwich, ON",Norwich,359900,42.994598,-80.593201
27259,"3095 COOPER RD Madoc, ON",Madoc,149900,44.645542,-77.475693
27260,"254 Moore St Tmmins, ON",South Porcupine,199900,48.486931,-81.213417
27261,"169 Front St Orillia, ON",Orillia,500,44.605263,-79.411575
27262,"3 Shady Lane Cambridge, ON",Agassiz,74000,42.379734,-71.10894
27265,"46 Victoria St Orillia, ON",Orillia,192500,44.605511,-79.41983
27267,"17 Iona Crt Whitby, ON",Whitby,799900,43.919701,-78.924133
27269,"#1 - 112 Petra Way Whitby, ON",Whitby,289900,43.90398,-78.948013
27271,"1202 Green St Whitby, ON",Whitby,395000,43.867905,-78.936035
27273,"92 Laclie St Orillia, ON",Orillia,14,44.613419,-79.415939
27275,"131 BROCK ST N Whitby, ON",Whitby,188000,43.88065,-78.942215
27276,"15 The Square Bayfield, ON",Bluewater,495000,43.562565,-81.699081
27277,"10 Western Ave Orillia, ON",Orillia,3000000,44.605885,-79.417282
27278,"111 WARREN RD Whitby, ON",Whitby,875000,43.878075,-78.918686
27279,"15 Harbour Ct Bayfield, ON",Bluewater,159900,43.570934,-81.706123
27280,"77 PETER ST N Orillia, ON",Orillia,615000,44.611107,-79.419884
27282,"2368 Front Amherstburg, ON",Amherstburg,78888,42.184814,-83.093803
27283,"166 Alma Amherstburg, ON",Amherstburg,224900,42.110786,-83.106796
27284,"V/L Alma Amherstburg, ON",Amherstburg,44900,42.109089,-83.052536
27286,"V/L Alma Amherstburg, ON",Amherstburg,150500,42.109089,-83.052536
27287,"24 Charles Rd Orillia, ON",Orillia,284900,44.596275,-79.443855
27288,"83 Lealinds Rd Vaughan, ON",Vaughan,1555000,43.856098,-79.501244
27294,"82 Third St Orillia, ON",Orillia,369900,44.633373,-79.427063
27295,"589 Gold Coast Amherstburg, ON",Amherstburg,269900,42.100018,-83.11982
27297,"61 Brant St Orillia, ON",Orillia,550000,44.614067,-79.420494
27299,"160 Peter St Orillia, ON",Orillia,514900,44.613605,-79.421211
27303,"4465 Garden St Whitby, ON",Whitby,2000000,43.925758,-78.949646
27304,"107 BOND ST Orillia, ON",Orillia,169900,44.598408,-79.403831
27305,"91 Columbus Rd Whitby, ON",Brooklin,1600,43.97237,-78.954597
27306,"4050 JILEM CT Orillia, ON",Orillia,779900,44.624428,-79.497948
27307,"300 Dundas E St Whitby, ON",Whitby,79900,43.880829,-78.939056
27309,"17 Tait St Huntsville, ON",Huntsville,179000,45.31937,-79.232758
27311,"132 Mackey Dr Whitby, ON",Whitby,729900,43.888874,-78.976265
27312,"6097 Bank St Verona, ON",Verona,259900,44.480942,-76.697021
27314,"5760 Halls Rd Whitby, ON",Whitby,659900,43.935986,-79.012062
27315,"#3 - 11 Stanley Crt Whitby, ON",Whitby,214900,43.872784,-78.924171
27318,"1124 BROCK ST Whitby, ON",Whitby,680000,43.868217,-78.937515
27323,"4945 Baldwin St Whitby, ON",Whitby,3400000,43.932724,-78.962044
27325,"48 O`brien St Orillia, ON",Orillia,329000,44.607128,-79.426918
27327,"82 Goldie Dr Orillia, ON",Orillia,235000,44.634422,-79.428368
27331,"48 O`brien St Orillia, ON",Orillia,329000,44.607128,-79.426918
27336,"80 Olive Cres Orillia, ON",Orillia,215000,44.5919,-79.400955
27338,"319 Oxford St Orillia, ON",Orillia,339700,44.602936,-79.392372
27340,"332 Rodger Rd Orillia, ON",Orillia,284900,44.600952,-79.388824
27341,"43 Pearl Dr Orillia, ON",Orillia,365550,44.60149,-79.455986
27342,"72 Front St Orillia, ON",Orillia,189900,44.608433,-79.412918
27344,"43 Elgin St Orillia, ON",Orillia,149000,44.60693,-79.415352
27347,"367 Collins Dr Orillia, ON",Orillia,669000,44.603577,-79.38797
27349,"5 Kossuth Rd Cambridge, ON",Cambridge,379900,43.472393,-80.30658
27350,"117 Glamis Road Cambridge, ON",Greenway-Chaplin,299800,43.383305,-80.303841
27351,"185 Barrie Rd Orillia, ON",Orillia,153000,44.60059,-79.422501
27352,"932 LINE 15 N Orillia, ON",Orillia,1650000,44.605328,-79.477463
27355,"0 POLLARD Road Desbarats, ON",,39900,46.36264,-83.922157
27356,"266 Mary St Orillia, ON",Orillia,305900,44.605034,-79.431107
27357,"62 NOSSON PL Vaughan, ON",Maple,2488000,43.859314,-79.466286
27358,"425 Cooper Street Cambridge, ON",Hespeler Village,499900,43.422817,-80.292274
27360,"1550 Blair Road Cambridge, ON",Cambridge,1595000,43.384113,-80.38044
27362,"311 Dundas Street Cambridge, ON",Cambridge,20,43.354687,-80.286751
27363,"169 Front St Orillia, ON",Orillia,13,44.605263,-79.411575
27366,"75 Queen St Orillia, ON",Orillia,449000,44.605701,-79.411232
27368,"348 LACLIE ST Orillia, ON",Orillia,210000,44.621048,-79.422127
27369,"4 SKYLINE DR Orillia, ON",Orillia,1439900,44.624825,-79.434837
27370,"57 JOHN STREET Limoges, ON",Limoges,399000,45.333912,-75.245941
27371,"11 WATSON CT Orillia, ON",Orillia,434900,44.611782,-79.436188
27372,"932 LINE 15 N Orillia, ON",Orillia,1650000,44.605328,-79.477463
27373,"193 Hanna Rd Cochrane, ON",Tunis,499000,48.999908,-81.020012
27374,"Aspdin Rd Utterson, ON",Huntsville,89900,45.29039,-79.340591
27380,"17 Palmer Ave Bethany, ON",Bethany,579000,44.183933,-78.563736
27381,"2 Stornoway Cr Seaforth, ON",,409900,-999,-999
27383,"25 DUFFERIN ROAD Perth, ON",Perth,719000,44.91214,-76.261528
27384,"130 MCVEETY ROAD Perth, ON",Perth,1190000,44.835255,-76.184402
27385,"24 SOUTH STREET Perth, ON",Perth,229000,44.89399,-76.236816
27386,"9 Hill St Vaughan, ON",Vaughan,1599999,43.857899,-79.50544
27387,"29 Mill St Stirling, ON",Stirling,264900,44.296864,-77.546638
27390,"41 Store St Tweed, ON",,124900,44.543896,-77.327057
27393,"109 Stoco Rd Tweed, ON",Tweed,224900,44.460766,-77.27507
27395,"260 Holdcroft St Tweed, ON",Tweed,229900,44.48473,-77.320877
27396,"Con 8 Cary Rd Tweed, ON",Tweed,114900,44.452114,-77.190308
27397,"1572 Gill Rd Springwater, ON",Midhurst,309000,44.485786,-79.755028
27399,"31 Black River Rd Tweed, ON",,169900,44.540081,-77.356064
27401,"8 MIDVES CT Midhurst, ON",Midhurst,465000,44.445038,-79.712021
27402,"Rr#3 HWY 7 Tweed, ON",Tweed,1500000,44.474728,-77.310249
27404,"125 Ross St Meaford, ON",Meaford,489000,44.575409,-80.582611
27408,"11 ONTARIO Street Elk Lake, ON",Elk Lake,219900,47.721416,-80.320358
27414,"16 TYSICK AVENUE Perth, ON",Perth,310000,44.889404,-76.240112
27415,"722 LIBERTY LANE Perth, ON",Perth,274900,44.832119,-76.22892
27418,"159 LAKE LANE Perth, ON",Perth,86000,44.874321,-76.141083
27421,"159 LAKE Lane Perth, ON",Perth,86000,44.874321,-76.141083
27422,"28 Church St Stirling, ON",Stirling,199900,44.296986,-77.548981
27423,"52 Charles Rd Tweed, ON",Tweed,244900,44.49054,-77.277359
27425,"498 Metcalf St Tweed, ON",,159900,44.481083,-77.317322
27426,"861 Centre Line Selwyn, ON",,700000,44.377041,-78.324303
27429,"56 Wellington St Madoc, ON",Madoc,123900,44.508419,-77.469223
27430,"53 Hood Cres Brampton, ON",Brampton,799000,43.661896,-79.766418
27431,"7303 Hwy 37 Other Tweed, ON",Tweed,154900,44.474728,-77.310249
27432,"7 Seashell Pl Brampton, ON",Brampton,575000,43.743557,-79.775597
27433,"3 Red Stag Rd Brampton, ON",Brampton,849900,43.75774,-79.735275
27435,"2720 St. Etienne Windsor, ON",Walker Farm,7,42.279194,-82.972542
27436,"3 Templar St Brampton, ON",Brampton,849905,43.649445,-79.778961
27437,"13 Ugrasen St Brampton, ON",Brampton,624920,43.788273,-79.663246
27438,"9945 Tecumseh Windsor, ON",Forest Glade,10,42.314079,-82.917458
27439,"LT 13 11th Line Meaford, ON",Meaford,550000,44.605946,-80.593689
27440,"6 Banas Way Brampton, ON",Brampton,619000,43.715698,-79.82943
27441,"1155 Crawford Windsor, ON",University,530000,42.302357,-83.042343
27442,"LT 7 ELIZA ST Meaford, ON",Meaford,75000,44.603271,-80.578529
27443,"358 Main St Brampton, ON",Brampton,599000,43.694206,-79.770851
27446,"9945 Tecumseh Windsor, ON",Forest Glade,10,42.314079,-82.917458
27448,"934 ELSMERE Windsor, ON",Walkerville,125000,42.314301,-83.022232
27455,"77 WILSON STREET Perth, ON",Perth,189900,44.904831,-76.257668
27456,"00 WILLOW WAY Perth, ON",Perth,200000,44.846764,-76.16629
27458,"31 CEDAR STREET Maitland, ON",,222500,44.649788,-75.618874
27459,"90 Barry Rd Tweed, ON",Madoc,26900,44.59634,-77.415115
27462,"113 Pomeroy Ave Tweed, ON",,244900,44.476471,-77.314659
27464,"10 King St Tweed, ON",Madoc,106000,44.592236,-77.412567
27469,"148 Skootamatta Lane Tweed, ON",,262500,44.540394,-77.33065
27472,"317595 3rd Line Meaford, ON",Meaford,385000,44.582031,-80.546562
27478,"LT 8 3RD LINE Meaford, ON",Meaford,575000,44.605946,-80.593689
27481,"1825 ROGERS ROAD Perth, ON",Perth,214900,44.893467,-76.251305
27483,"150 KAREN LANE Perth, ON",Perth,639000,44.877327,-76.216156
27487,"142 EBERT ROAD Perth, ON",Perth,239000,44.925106,-76.191071
27489,"301 Victoria St Tweed, ON",,259900,44.477718,-77.313271
27491,"270 Main Street Otterville, ON",Otterville,229900,42.916744,-80.670021
27494,"2241 Alexandra Windsor, ON",South Cameron,499000,42.281555,-83.032051
27496,"260 Victoria St Tweed, ON",Tweed,219900,44.469643,-77.308533
27497,"118 Stoco Rd Tweed, ON",Tweed,118900,44.461227,-77.274353
27499,"2033 NIAGARA Windsor, ON",Walkerville,899900,42.3195,-83.009422
27501,"343 College St Tweed, ON",Tweed,275900,44.477104,-77.320023
27503,"386 Sunset Drive Kincardine, ON",,325000,44.382992,-81.522682
27504,"652 Kinlin Rd Tweed, ON",Tweed,256000,44.506104,-77.183487
27505,"127 Main St Dresden, ON",Highgate,129900,42.589951,-82.179268
27506,"133 Bogart Rd Tweed, ON",,259900,44.499405,-77.250893
27508,"421 Victoria St Tweed, ON",Tweed,179900,44.480087,-77.314423
27509,"8 NORTH STREET Perth, ON",Perth,319000,44.90369,-76.248169
27512,"63 Cameron St Bayfield, ON",Bluewater,299900,43.5569,-81.703629
27513,"2 -7 ONTARIO DR Spanish, ON",Spanish,191000,46.197876,-82.346588
27514,"1273 Quin-Mo-Lac Rd Tweed, ON",,79900,44.479553,-77.389931
27515,"35 CHURCH STREET Perth, ON",Perth,199900,44.893314,-76.249611
27516,"57 Cameron St Bayfield, ON",Bluewater,299900,43.55687,-81.702477
27519,"LT 4 26 HWY Meaford, ON",Meaford,285000,44.605946,-80.593689
27520,"103 MCVEETY ROAD Perth, ON",Perth,448800,44.83432,-76.185822
27522,"30 Hill Tr Bayfield, ON",Bluewater,319000,43.562984,-81.695824
27523,"151 Flinton Rd Tweed, ON",Tweed,324900,44.561153,-77.31601
27524,"LT 3 3RD LINE Meaford, ON",Meaford,120000,44.605946,-80.593689
27532,"43 Mcbride Amherstburg, ON",Amherstburg,319900,42.043739,-83.090141
27534,"Lt 45 Glenview Ave Georgina, ON",Georgina,519900,44.325119,-79.275902
27535,"182 Pickering Amherstburg, ON",Amherstburg,281900,42.097637,-83.106789
27538,"6626 FROG ST Georgina, ON",Georgina,599000,44.25631,-79.306656
27544,"139 Mill St Deseronto, ON",Deseronto,229900,44.196575,-77.053024
27550,"23 LESLIE STREET Perth, ON",Perth,409900,44.902805,-76.256645
27562,"69 Chad Street Limoges, ON",Limoges,399900,45.342789,-75.248917
27563,"220 SUNSET DRIVE Perth, ON",Perth,435000,44.846382,-76.208031
27564,"#6 - 251 Capri Avenue Embrun, ON",,219900,45.26516,-75.287003
27567,"115 CODE ROAD Perth, ON",Perth,299900,44.983639,-76.210922
27569,"4990 Eighth Line Erin, ON",Erin,1650000,43.717453,-80.017021
27574,"360 Bridgewater Rd Tweed, ON",,379900,44.539192,-77.305466
27575,"557 JAMES ST Brock, ON",Beaverton,274900,44.434731,-79.147079
27577,"19 MAPLE PLACE Emo, ON",Emo,299900,48.635559,-93.825279
27579,"3 Colborne St Tweed, ON",,126900,44.475094,-77.309013
27583,"104 Pitts Landing Rd Madoc, ON",Madoc,249900,44.512138,-77.445564
27585,"685 Myers Road Cambridge, ON",Cambridge,16,43.34454,-80.278236
27589,"223-C Clare St Tweed, ON",Thomasburg,37500,44.395023,-77.348618
27590,"467 Cedar School Rd Madoc, ON",Madoc,164500,44.594112,-77.46669
27593,"684 Sulphide Rd Tweed, ON",,84900,44.497475,-77.281204
27594,"55 PAGET Street Sundridge, ON",Sundridge,179900,45.776344,-79.394859
27595,"5313 Highway 37 Tweed, ON",,269900,44.487209,-77.318764
27600,"27 QUEEN Street Sundridge, ON",Sundridge,169900,45.772747,-79.395805
27602,"204495 26 HWY Meaford, ON",Meaford,299000,44.617222,-80.615097
27603,"GIBBONS RD E Sundridge, ON",Sundridge,299000,45.738125,-79.327209
27609,"0 Cedar Dr North Bay, ON",North Bay,68900,46.347084,-79.474236
27616,"587 Centre Line Selwyn, ON",Peterborough,900000,44.359077,-78.316315
27617,"332 Main St Deseronto, ON",Deseronto,199900,44.194763,-77.048477
27619,"51 DOUGLAS Road Hastings, ON",Madoc,289900,44.428837,-77.445869
27623,"2361 Devon Rd Oakville, ON",Oakville,995000,43.480488,-79.633087
27624,"6 LOGIE Street Lindsay, ON",Lindsay,239900,44.358002,-78.72467
27634,"128 HARKNESS ST Nipigon, ON",Nipigon,19900,49.011974,-88.27108
27638,"62 QUEEN Street Lindsay, ON",Lindsay,179900,44.358994,-78.731216
27640,"348 FIRST AVENUE Pembroke, ON",Pembroke,229500,45.82288,-77.133568
27647,"191 MARKET STREET Pembroke, ON",Pembroke,264900,45.812218,-77.104858
27650,"11 PARK TL Midhurst, ON",Midhurst,1388000,44.447136,-79.730217
27651,"126 TOWNLINE ROAD Pembroke, ON",Pembroke,224900,45.810383,-77.109116
27653,"9 Front St Hastings, ON",,329000,44.309395,-77.957245
27654,"11957 Tecumseh Tecumseh, ON",Tecumseh,350000,42.311668,-82.892693
27656,"00 RIVER ROAD Pembroke, ON",Pembroke,20000,45.815983,-77.111595
27661,"377 ASKIN Windsor, ON",University,349000,42.308025,-83.064224
27664,"34 Graham Crt Whitby, ON",Whitby,479900,43.8932,-78.941803
27666,"42 GLEN DHU DR Whitby, ON",Whitby,669900,43.903954,-78.926338
27667,"11 SLACK Road WALFORD, ON",Walford,269900,46.235477,-82.293236
27670,"23 Lindell Rd Georgina, ON",Georgina,319000,44.314217,-79.209335
27673,"314 JULIEN STREET Pembroke, ON",Pembroke,84900,45.809383,-77.120964
27674,"9 DURHAM ST Whitby, ON",Brooklin,384900,43.954578,-78.960449
27677,"Hazard Hill Rd Kearney, ON",Kearney,99900,45.676212,-79.220474
27680,"25 Martin Byrne Dr Brampton, ON",Brampton,949900,43.812695,-79.726814
27681,"55 MAIN Street Sundridge, ON",Sundridge,419900,45.769058,-79.394547
27683,"28 JACKSON Road Hastings, ON",,249900,44.323673,-77.922173
27686,"2231 Moy Windsor, ON",South Walkerville,294000,42.297726,-83.003258
27687,"HIGHWAY 124 Sundridge, ON",Sundridge,239000,45.737194,-79.488983
27689,"0 JOHN Street Spanish, ON",Spanish,24900,46.19453,-82.341881
27690,"37 SIXTH ST Georgina, ON",Georgina,549900,44.344776,-79.20192
27693,"44 PAGET Street SUNRIDGE, ON",Sundridge,139000,45.774509,-79.393845
27695,"48 Main St Bayfield, ON",Bluewater,299500,43.556721,-81.690849
27696,"19 Freesia Rd Brampton, ON",Brampton,735000,43.725288,-79.82901
27699,"0 Shelp St North Bay, ON",North Bay,259900,46.349922,-79.424911
27701,"LOT 2 MAXOBEL RD Bluewater, ON",Bluewater,144900,43.536736,-81.703987
27702,"247 Main St Brampton, ON",Brampton,1249666,43.690567,-79.766571
27703,"348 Birchs Rd North Bay, ON",North Bay,6,46.269863,-79.411598
27707,"74414 WOODLAND DR Bluewater, ON",Bluewater,224900,43.493534,-81.71096
27708,"374 Queen St Brampton, ON",Brampton,199900,43.704224,-79.740959
27710,"1679 JANE ST North Bay, ON",North Bay,319900,46.324997,-79.484833
27712,"#9 - 3A Edvac Dr Brampton, ON",Brampton,399000,43.761837,-79.701599
27713,"99 Boblo Island Amherstburg, ON",Amherstburg,261900,42.099804,-83.118385
27717,"29 Clifford St Orillia, ON",Orillia,665000,44.602428,-79.371841
27719,"208 Crystal Bay Amherstburg, ON",Amherstburg,379900,42.098858,-83.122429
27722,"4 SHANNON ST Orillia, ON",Orillia,244900,44.592453,-79.405968
27723,"30 LAKECREST TR Brampton, ON",Brampton,749900,43.724316,-79.804901
27727,"64 CARMEL CRES Brampton, ON",Brampton,899000,43.792145,-79.755028
27729,"504 Colony Ct Amherstburg, ON",Amherstburg,281900,42.144318,-83.099846
27730,"#206 - 137 Elgin St Port Elgin, ON",Port Elgin,469900,44.444233,-81.40258
27733,"266 VAN SCOTT DR Brampton, ON",Brampton,779900,43.714024,-79.820496
27735,"438 Texas Amherstburg, ON",Amherstburg,349900,42.126957,-83.093079
27738,"445 Brock St Whitby, ON",Whitby,129995,43.885132,-78.944366
27740,"23 South Street Elmira, ON",Elmira,699900,43.596333,-80.563148
27741,"8 HOOVER RD Brampton, ON",Brampton,539900,43.717411,-79.831215
27742,"1525 Dundas St Whitby, ON",Whitby,288000,43.885639,-78.914879
27743,"3232 LARRY CRES Oakville, ON",Oakville,1398888,43.482155,-79.734932
27745,"810 VERNON ST Whitby, ON",Whitby,649900,43.887722,-78.95591
27750,"810 VERNON ST Whitby, ON",Whitby,649900,43.887722,-78.95591
27752,"28 LAIRD Amherstburg, ON",Amherstburg,579000,42.110134,-83.112411
27756,"35 CORSHAM DR Whitby, ON",Brooklin,799000,43.964024,-78.938011
27757,"2154 FRONT  N Amherstburg, ON",Amherstburg,299900,42.177708,-83.099998
27759,"51 POINT Road Markstay, ON",Markstay,169000,46.493496,-80.542465
27761,"5654 Highway 7 Milton, ON",Willmott,1515000,43.501736,-79.866425
27763,"6 WHELAN Amherstburg, ON",Amherstburg,459900,42.137524,-83.113022
27764,"1534 Dundas St Woodstock, ON",Woodstock,1998000,43.138283,-80.699631
27768,"28 OXFORD Amherstburg, ON",Amherstburg,359900,42.137634,-83.103539
27769,"2240 Church Windsor, ON",South Central,149900,42.29282,-83.027672
27772,"5322 20TH S/R Milton, ON",Milton,699900,43.573631,-80.029793
27775,"4018 Burnett Rd Verona, ON",Verona,279900,44.468613,-76.695816
27776,"8 STOVER Street Norwich, ON",Norwich,75000,42.988106,-80.597389
27778,"29 0 MAIN ST E Otterville, ON",Otterville,152290,42.927155,-80.59861
27779,"5654 Hwy 7 . Milton, ON",Willmott,1515000,43.501736,-79.866425
27782,"46525 CURRIES RD Woodstock, ON",Woodstock,2350000,43.079567,-80.659805
27787,"344 CHIPPAWA Windsor, ON",Sandwich,89900,42.297611,-83.077438
27790,"33 Marmora St Madoc, ON",Madoc,133500,44.503426,-77.479805
27794,"62 WOLF LAKE Road Madoc, ON",,175000,44.65033,-77.556076
27799,"139 DURHAM Street Madoc, ON",Madoc,209900,44.503418,-77.472176
